,entity_type,n_possible_dependents,possible_dependents,raw_sentence,sentence_position,sentence_root,text_value
903,ORG,2,"ORG:he\, ORG:'s","Well, I don\'t think there\'s any question about that, because he\'s pretty clear that after the initial time when he enjoyed it with his friends, he didn\'t enjoy it.  ",19440,think,he\'s
904,ORG,2,"ORG:Trade, ORG:Thompson",He was\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071,19485,He,Trade Thompson
905,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",He was\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071,19485,He,358-6486
906,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",He was\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071,19485,He,1480753
907,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",He was\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071,19485,He,358 6486
908,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",He was\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071,19485,He,1480753
909,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",He was\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071,19485,He,001-060-358-6486
910,PERSON,1,PERSON:wasn\'t,It wasn\'t that he was doing it\n\nbecause he was enjoying it.  ,19528,enjoying,wasn\'t
911,PERSON,1,PERSON:wasn\'t,"If he wasn\'t addicted to the nicotine, he\n\nnever would have touched it.\n\nQ    ",19581,touched,wasn\'t
912,PERSON,2,"PERSON:Mr., PERSON:Shulman","What is the avoidance of withdrawal that you see in the kind of tobacco dependence that Mr. Shulman was suffering from, please?\n\nA    ",19595,is,Mr. Shulman
913,PERSON,2,"PERSON:Mr., PERSON:Shulman","Did you come to any conclusions as to whether or not the way in which Mr. Shulman changed his smoking, his smoking behavior, the kinds of cigarettes he smoked, and how much he smoked",19694,come,Mr. Shulman
914,ORG,2,"ORG:Trade, ORG:Thompson",allowed\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=97\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5591,19731,signed,Trade Thompson
915,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",allowed\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=97\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5591,19731,signed,358-6486
916,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",allowed\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=97\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5591,19731,signed,1480753
917,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",allowed\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=97\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5591,19731,signed,358 6486
918,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",allowed\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=97\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5591,19731,signed,1480753
919,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",allowed\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=97\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5591,19731,signed,001-060-358-6486
920,PERSON,1,PERSON:couldn\'t,"I came to the conclusion that he had that because when he switched to the filters, he couldn\'t get the satisfaction out of them, and he upped his smoking guite a bit.  ",19768,came,couldn\'t
921,ORG,2,"ORG:wasn\'t, ORG:enough.\n\nQ",It still wasn\'t enough.\n\nQ   ,19851,wasn\'t,wasn\'t enough.\n\nQ   
922,PERSON,6,"PERSON:Mr., PERSON:Shulman\, ORG:case?\n\nA, ORG:I, PERSON:wasn\'t, PERSON:\xef\xbf\xbd\n\nMR",Mr. Shulman\'s case?\n\nA    I don\'t think there\'s any guestion because he wasn\'t \xef\xbf\xbd\n\nMR.,19884,think,Mr. Shulman\
923,ORG,6,"PERSON:Mr., PERSON:Shulman\, ORG:case?\n\nA, ORG:I, PERSON:wasn\'t, PERSON:\xef\xbf\xbd\n\nMR",Mr. Shulman\'s case?\n\nA    I don\'t think there\'s any guestion because he wasn\'t \xef\xbf\xbd\n\nMR.,19884,think,case?\n\nA    I
924,PERSON,6,"PERSON:Mr., PERSON:Shulman\, ORG:case?\n\nA, ORG:I, PERSON:wasn\'t, PERSON:\xef\xbf\xbd\n\nMR",Mr. Shulman\'s case?\n\nA    I don\'t think there\'s any guestion because he wasn\'t \xef\xbf\xbd\n\nMR.,19884,think,wasn\'t \xef\xbf\xbd\n\nMR
925,PERSON,1,PERSON:MR,MR.,19918,MR,MR
926,PERSON,1,PERSON:MR,BY MR.,19931,BY,MR
927,ORG,1,ORG:SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    ,19934,SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    
928,ORG,2,"ORG:Trade, ORG:Thompson",I\'m going to strike the last\n\npartial answer he gave.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=98\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5592\n\nBY MR.,19953,I\'m,Trade Thompson
929,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",I\'m going to strike the last\n\npartial answer he gave.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=98\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5592\n\nBY MR.,19953,I\'m,358-6486
930,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",I\'m going to strike the last\n\npartial answer he gave.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=98\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5592\n\nBY MR.,19953,I\'m,1480753
931,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",I\'m going to strike the last\n\npartial answer he gave.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=98\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5592\n\nBY MR.,19953,I\'m,358 6486
932,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",I\'m going to strike the last\n\npartial answer he gave.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=98\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5592\n\nBY MR.,19953,I\'m,1480753
933,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",I\'m going to strike the last\n\npartial answer he gave.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=98\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5592\n\nBY MR.,19953,I\'m,001-060-358-6486
934,PERSON,1,PERSON:SCHLESINGER\n\nQ,SCHLESINGER\n\nQ    ,19982,SCHLESINGER\n\nQ,SCHLESINGER\n\nQ    
935,PERSON,1,PERSON:MR,BY MR.,19998,BY,MR
936,ORG,1,ORG:SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    ,20001,SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    
937,PERSON,2,"PERSON:Mr., PERSON:Shulman\","I want you to assume hypothetically there\'s medical testimony in the record that Mr. Shulman\'s smoking caused his bladder cancer, his heart disease, and his COPD, chronic obstructive pulmonary disease.",20003,want,Mr. Shulman\
938,PERSON,1,PERSON:MR,MR.,20129,MR,MR
939,PERSON,1,PERSON:MR,BY MR.,20147,BY,MR
940,ORG,1,ORG:SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    ,20150,SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    
941,ORG,2,"ORG:Trade, ORG:Thompson",Does nicotine addiction cause or contribute to cause diseases that are caused by smoking?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=99\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5593 MR.,20152,Does,Trade Thompson
942,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",Does nicotine addiction cause or contribute to cause diseases that are caused by smoking?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=99\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5593 MR.,20152,Does,358-6486
943,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",Does nicotine addiction cause or contribute to cause diseases that are caused by smoking?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=99\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5593 MR.,20152,Does,1480753
944,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",Does nicotine addiction cause or contribute to cause diseases that are caused by smoking?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=99\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5593 MR.,20152,Does,358 6486
945,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",Does nicotine addiction cause or contribute to cause diseases that are caused by smoking?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=99\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5593 MR.,20152,Does,1480753
946,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",Does nicotine addiction cause or contribute to cause diseases that are caused by smoking?\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=99\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5593 MR.,20152,Does,001-060-358-6486
947,PERSON,1,PERSON:SCHLESINGER,SCHLESINGER:  ,20196,SCHLESINGER,SCHLESINGER
948,ORG,2,"ORG:Judge.\n\nTHE, ORG:COURT","This is in a general sense, Judge.\n\nTHE COURT:  Sustained.",20199,is,Judge.\n\nTHE COURT
949,PERSON,1,PERSON:BRENNER,BRENNER:  ,20266,BRENNER,BRENNER
950,PERSON,1,PERSON:can\'t,"can\'t see the slide, can you?\n\nTHE COURT:  ",20297,COURT,can\'t
951,ORG,2,"ORG:Tracie, ORG:Thompson",This was already permitted.\n\nElectronically signed by Tracie Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=100\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\n\n\t\n\t\n\tPage 5594\n\n\n\tTHE\n\tCOURT:  ,20362,was,Tracie Thompson
952,PHONE_NUMBER,2,"ORG:Tracie, ORG:Thompson",This was already permitted.\n\nElectronically signed by Tracie Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=100\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\n\n\t\n\t\n\tPage 5594\n\n\n\tTHE\n\tCOURT:  ,20362,was,358-6486
953,PHONE_NUMBER,2,"ORG:Tracie, ORG:Thompson",This was already permitted.\n\nElectronically signed by Tracie Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=100\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\n\n\t\n\t\n\tPage 5594\n\n\n\tTHE\n\tCOURT:  ,20362,was,1480753
954,PHONE_NUMBER,2,"ORG:Tracie, ORG:Thompson",This was already permitted.\n\nElectronically signed by Tracie Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=100\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\n\n\t\n\t\n\tPage 5594\n\n\n\tTHE\n\tCOURT:  ,20362,was,358 6486
955,PHONE_NUMBER,2,"ORG:Tracie, ORG:Thompson",This was already permitted.\n\nElectronically signed by Tracie Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=100\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\n\n\t\n\t\n\tPage 5594\n\n\n\tTHE\n\tCOURT:  ,20362,was,1480753
956,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Tracie, ORG:Thompson",This was already permitted.\n\nElectronically signed by Tracie Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=100\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\n\n\t\n\t\n\tPage 5594\n\n\n\tTHE\n\tCOURT:  ,20362,was,001-060-358-6486
957,PERSON,1,PERSON:\xef\xbf\xbd,Okay\n\tSo it was \xef\xbf\xbd,20395,was,\xef\xbf\xbd
958,ORG,3,"ORG:We\'d, ORG:ask\n\nyou\n\tto, ORG:ri\n\tLie",We\'d ask\n\nyou\n\tto ri\n\tLie on it.  ,20427,ri\n\tLie,We\'d ask\n\nyou\n\tto ri\n\tLie
959,PERSON,2,"PERSON:Judge?\n\nThey\n\tdidr\n\tL\'t, PERSON:object.\n\t\n\n\n\tTHE\n\tCOURT","down.\n\n\n\tMR.\n\tSCHLESINGER:\n\tMay we use this, Judge?\n\nThey\n\tdidr\n\tL\'t object.\n\t\n\n\n\tTHE\n\tCOURT:  You\n\tneed to come up here.  ",20443,use,Judge?\n\nThey\n\tdidr\n\tL\'t object.\n\t\n\n\n\tTHE\n\tCOURT
960,PERSON,1,PERSON:Mr.\n\t\tFurr,-- I\n\t\ndon\'\n\tt think that Mr.\n\t\tFurr agreed to that.  ,20521,think,Mr.\n\t\tFurr
961,ORG,2,"ORG:Trade, ORG:Thompson",I\n\ndon\'\n\tt think --\n\t\t\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=101\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5595 MR.,20531,think,Trade Thompson
962,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",I\n\ndon\'\n\tt think --\n\t\t\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=101\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5595 MR.,20531,think,358-6486
963,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",I\n\ndon\'\n\tt think --\n\t\t\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=101\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5595 MR.,20531,think,1480753
964,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",I\n\ndon\'\n\tt think --\n\t\t\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=101\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5595 MR.,20531,think,358 6486
965,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",I\n\ndon\'\n\tt think --\n\t\t\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=101\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5595 MR.,20531,think,1480753
966,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",I\n\ndon\'\n\tt think --\n\t\t\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=101\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5595 MR.,20531,think,001-060-358-6486
967,PERSON,1,PERSON:SCHLESINGER,SCHLESINGER:  ,20581,SCHLESINGER,SCHLESINGER
968,ORG,2,"ORG:Trade, ORG:Thompson","From all kinds of people,\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=102\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5596 everybody has testified for days, first of all,\n\nit\'s cumulative.  ",20745,testified,Trade Thompson
969,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","From all kinds of people,\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=102\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5596 everybody has testified for days, first of all,\n\nit\'s cumulative.  ",20745,testified,358-6486
970,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","From all kinds of people,\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=102\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5596 everybody has testified for days, first of all,\n\nit\'s cumulative.  ",20745,testified,1480753
971,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","From all kinds of people,\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=102\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5596 everybody has testified for days, first of all,\n\nit\'s cumulative.  ",20745,testified,358 6486
972,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","From all kinds of people,\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=102\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5596 everybody has testified for days, first of all,\n\nit\'s cumulative.  ",20745,testified,1480753
973,INTERNATIONAL_PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson","From all kinds of people,\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=102\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5596 everybody has testified for days, first of all,\n\nit\'s cumulative.  ",20745,testified,001-060-358-6486
974,PERSON,1,PERSON:GDANSKI,GDANSKI:  ,20803,GDANSKI,GDANSKI
975,PERSON,2,"PERSON:Dr., PERSON:Soloway",Dr. Soloway.  ,20904,Soloway,Dr. Soloway
976,PERSON,2,"PERSON:Dr., PERSON:Bernsley.\n\nMR",Dr. Bernsley.\n\nMR.,20908,Bernsley.\n\nMR,Dr. Bernsley.\n\nMR
977,PERSON,2,"PERSON:Dr., PERSON:Soloway",Dr. Soloway never discussed addiction.  ,20919,discussed,Dr. Soloway
978,PERSON,4,"PERSON:Dr., PERSON:Bernsley, ORG:he\, ORG:'s",They\'re attacking Dr. Bernsley and saying he\'s not an addiction expert.  ,20940,attacking,Dr. Bernsley
979,ORG,4,"PERSON:Dr., PERSON:Bernsley, ORG:he\, ORG:'s",They\'re attacking Dr. Bernsley and saying he\'s not an addiction expert.  ,20940,attacking,he\'s
980,ORG,2,"ORG:Trade, ORG:Thompson",There is plenty of\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071,20954,is,Trade Thompson
981,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",There is plenty of\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071,20954,is,358-6486
982,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",There is plenty of\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071,20954,is,1480753
983,PHONE_NUMBER,2,"ORG:Trade, ORG:Thompson",There is plenty of\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071,20954,is,358 6486
