center,cluster,cluster_member,cumulative_cluster_score,entity_type,number_of_clusters,number_of_members,raw_sentence,sentence_position,text_value
"[7.5500e+02 3.0000e+00 1.6083e+04 3.0000e+00 2.4500e+02 2.1300e+02
 2.3100e+02 1.0000e+01]",362,754,1,['PHONE_NUMBER'],725,5,"['In your earlier years when you were coming\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=81\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5575 up in this area, what were you taught, what was your\\n\\nunderstanding of the science then with regard to the\\n\\nbeneficent effects of cigarette smoking, please?\\n\\nA    ']",[16083],['358-6486']
"[7.5500e+02 3.0000e+00 1.6083e+04 3.0000e+00 2.4500e+02 2.1300e+02
 2.3100e+02 1.0000e+01]",362,755,2,['PHONE_NUMBER'],725,5,"['In your earlier years when you were coming\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=81\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5575 up in this area, what were you taught, what was your\\n\\nunderstanding of the science then with regard to the\\n\\nbeneficent effects of cigarette smoking, please?\\n\\nA    ']",[16083],['1480753']
"[7.5500e+02 3.0000e+00 1.6083e+04 3.0000e+00 2.4500e+02 2.1300e+02
 2.3100e+02 1.0000e+01]",362,756,2,['PHONE_NUMBER'],725,5,"['In your earlier years when you were coming\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=81\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5575 up in this area, what were you taught, what was your\\n\\nunderstanding of the science then with regard to the\\n\\nbeneficent effects of cigarette smoking, please?\\n\\nA    ']",[16083],['358 6486']
"[7.5500e+02 3.0000e+00 1.6083e+04 3.0000e+00 2.4500e+02 2.1300e+02
 2.3100e+02 1.0000e+01]",362,757,3,['PHONE_NUMBER'],725,5,"['In your earlier years when you were coming\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=81\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5575 up in this area, what were you taught, what was your\\n\\nunderstanding of the science then with regard to the\\n\\nbeneficent effects of cigarette smoking, please?\\n\\nA    ']",[16083],['1480753']
"[7.5500e+02 3.0000e+00 1.6083e+04 3.0000e+00 2.4500e+02 2.1300e+02
 2.3100e+02 1.0000e+01]",362,758,4,['INTERNATIONAL_PHONE_NUMBER'],725,5,"['In your earlier years when you were coming\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=81\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5575 up in this area, what were you taught, what was your\\n\\nunderstanding of the science then with regard to the\\n\\nbeneficent effects of cigarette smoking, please?\\n\\nA    ']",[16083],['001-060-358-6486']
"[7.5900e+02 1.0000e+00 1.6177e+04 2.0000e+00 2.5800e+02 4.3000e+01
 2.0700e+02 2.3900e+02]",363,759,0,['PERSON'],725,1,"[""All the research shows that it doesn\\'t help with those things, that smokers have more stress, anxiety, and depression, and quitters have less stress, anxiety, and depression.\\n\\nMR.""]",[16177],"[""doesn\\'t""]"
"[7.6100e+02 1.0000e+00 1.6244e+04 2.0000e+00 1.6800e+02 6.9000e+01
 1.1000e+01 1.0300e+02]",364,760,1,['PERSON'],725,2,['BRENNER:  '],[16211],['BRENNER']
"[7.6100e+02 1.0000e+00 1.6244e+04 2.0000e+00 1.6800e+02 6.9000e+01
 1.1000e+01 1.0300e+02]",364,761,2,['PERSON'],725,2,['BY MR.'],[16244],['MR']
"[7.6200e+02 1.0000e+00 1.6247e+04 2.0000e+00 2.0500e+02 3.0400e+02
 5.0000e+01 1.4800e+02]",365,762,0,['PERSON'],725,1,['SCHLESINGER:\\n\\nQ    '],[16247],['SCHLESINGER:\\n\\nQ    ']
"[7.6300e+02 1.0000e+00 1.6279e+04 1.0000e+00 1.1200e+02 3.5400e+02
 2.4900e+02 2.9100e+02]",366,763,0,['ORG'],725,1,['That was the science back then?\\n\\nA    '],[16279],['then?\\n\\nA    ']
"[7.6400e+02 2.0000e+00 1.6288e+04 1.0000e+00 4.6000e+01 8.7000e+01
 2.3200e+02 1.6100e+02]",367,764,1,['ORG'],725,1,"['Can you tell the jurors what your understanding is of the science now, what you believe in your opinion is the actual current understanding\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=82\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5576 of smoking and stress, please?\\n\\nMR.']",[16288],['Trade Thompson']
"[7.6600e+02 2.0000e+00 1.6288e+04 3.0000e+00 4.6000e+01 8.7000e+01
 2.3200e+02 1.0000e+01]",368,765,1,['PHONE_NUMBER'],725,5,"['Can you tell the jurors what your understanding is of the science now, what you believe in your opinion is the actual current understanding\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=82\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5576 of smoking and stress, please?\\n\\nMR.']",[16288],['358-6486']
"[7.6600e+02 2.0000e+00 1.6288e+04 3.0000e+00 4.6000e+01 8.7000e+01
 2.3200e+02 1.0000e+01]",368,766,2,['PHONE_NUMBER'],725,5,"['Can you tell the jurors what your understanding is of the science now, what you believe in your opinion is the actual current understanding\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=82\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5576 of smoking and stress, please?\\n\\nMR.']",[16288],['1480753']
"[7.6600e+02 2.0000e+00 1.6288e+04 3.0000e+00 4.6000e+01 8.7000e+01
 2.3200e+02 1.0000e+01]",368,767,2,['PHONE_NUMBER'],725,5,"['Can you tell the jurors what your understanding is of the science now, what you believe in your opinion is the actual current understanding\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=82\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5576 of smoking and stress, please?\\n\\nMR.']",[16288],['358 6486']
"[7.6600e+02 2.0000e+00 1.6288e+04 3.0000e+00 4.6000e+01 8.7000e+01
 2.3200e+02 1.0000e+01]",368,768,3,['PHONE_NUMBER'],725,5,"['Can you tell the jurors what your understanding is of the science now, what you believe in your opinion is the actual current understanding\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=82\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5576 of smoking and stress, please?\\n\\nMR.']",[16288],['1480753']
"[7.6600e+02 2.0000e+00 1.6288e+04 3.0000e+00 4.6000e+01 8.7000e+01
 2.3200e+02 1.0000e+01]",368,769,4,['INTERNATIONAL_PHONE_NUMBER'],725,5,"['Can you tell the jurors what your understanding is of the science now, what you believe in your opinion is the actual current understanding\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=82\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5576 of smoking and stress, please?\\n\\nMR.']",[16288],['001-060-358-6486']
"[7.7100e+02 1.0000e+00 1.6359e+04 2.0000e+00 1.6800e+02 6.9000e+01
 1.1000e+01 1.0300e+02]",369,770,1,['PERSON'],725,2,['BRENNER:  '],[16338],['BRENNER']
"[7.7100e+02 1.0000e+00 1.6359e+04 2.0000e+00 1.6800e+02 6.9000e+01
 1.1000e+01 1.0300e+02]",369,771,2,['PERSON'],725,2,['BY MR.'],[16359],['MR']
"[7.7200e+02 1.0000e+00 1.6362e+04 1.0000e+00 3.9000e+01 3.0400e+02
 5.0000e+01 1.4800e+02]",370,772,0,['ORG'],725,1,['SCHLESINGER:\\n\\nQ    '],[16362],['SCHLESINGER:\\n\\nQ    ']
"[7.7300e+02 2.0000e+00 1.6364e+04 2.0000e+00 1.4400e+02 2.8700e+02
 6.9000e+01 6.3000e+01]",371,773,0,['PERSON'],725,1,"['Please answer, Dr. Seidman.\\n\\nA    ']",[16364],['Dr. Seidman.\\n\\nA']
"[7.7400e+02 1.0000e+00 1.6427e+04 2.0000e+00 2.8700e+02 3.8200e+02
 1.5600e+02 3.0000e+02]",372,774,0,['PERSON'],725,1,['This is actually the third time.\\n\\nQ    '],[16427],['time.\\n\\nQ    ']
"[7.7500e+02 1.0000e+00 1.6434e+04 1.0000e+00 1.0400e+02 3.6400e+02
 2.4900e+02 2.7300e+02]",373,775,0,['ORG'],725,1,"['The first time ever was when we looked you up in one of your books and asked you to be an expert, right?\\n\\nA    ']",[16434],['right?\\n\\nA    ']
"[7.7600e+02 2.0000e+00 1.6498e+04 1.0000e+00 4.6000e+01 7.9000e+01
 2.0800e+02 1.6100e+02]",374,776,1,['ORG'],725,1,"[""But before that you\\'d never been in court\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=83\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5577\\n\\nbefore?\\n\\nA    ""]",[16498],['Trade Thompson']
"[7.7800e+02 2.0000e+00 1.6498e+04 3.0000e+00 4.6000e+01 7.9000e+01
 2.0800e+02 1.0000e+01]",375,777,1,['PHONE_NUMBER'],725,5,"[""But before that you\\'d never been in court\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=83\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5577\\n\\nbefore?\\n\\nA    ""]",[16498],['358-6486']
"[7.7800e+02 2.0000e+00 1.6498e+04 3.0000e+00 4.6000e+01 7.9000e+01
 2.0800e+02 1.0000e+01]",375,778,2,['PHONE_NUMBER'],725,5,"[""But before that you\\'d never been in court\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=83\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5577\\n\\nbefore?\\n\\nA    ""]",[16498],['1480753']
"[7.7800e+02 2.0000e+00 1.6498e+04 3.0000e+00 4.6000e+01 7.9000e+01
 2.0800e+02 1.0000e+01]",375,779,2,['PHONE_NUMBER'],725,5,"[""But before that you\\'d never been in court\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=83\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5577\\n\\nbefore?\\n\\nA    ""]",[16498],['358 6486']
"[7.7800e+02 2.0000e+00 1.6498e+04 3.0000e+00 4.6000e+01 7.9000e+01
 2.0800e+02 1.0000e+01]",375,780,3,['PHONE_NUMBER'],725,5,"[""But before that you\\'d never been in court\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=83\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5577\\n\\nbefore?\\n\\nA    ""]",[16498],['1480753']
"[7.7800e+02 2.0000e+00 1.6498e+04 3.0000e+00 4.6000e+01 7.9000e+01
 2.0800e+02 1.0000e+01]",375,781,4,['INTERNATIONAL_PHONE_NUMBER'],725,5,"[""But before that you\\'d never been in court\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=83\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5577\\n\\nbefore?\\n\\nA    ""]",[16498],['001-060-358-6486']
"[7.820e+02 1.000e+00 1.653e+04 2.000e+00 1.510e+02 3.140e+02 1.390e+02
 8.100e+01]",376,782,0,['PERSON'],725,1,"[""So I\\'m going to ask the court\\n\\nreporter to read back the last question that His\\n\\nHonor overruled the objection to and then you can\\n\\nanswer.\\n\\n(The court reporter read back the requested portion of\\n\\ntestimony.)\\n\\nTHE WITNESS:  ""]",[16530],['His\\n\\nHonor']
"[7.8300e+02 2.0000e+00 1.6654e+04 2.0000e+00 2.8400e+02 3.5900e+02
 0.0000e+00 2.9200e+02]",377,783,0,['PERSON'],725,1,"[""That\\'s what we can see today from the science out there.\\n\\nBY MR.""]",[16654],['there.\\n\\nBY MR']
"[7.8400e+02 1.0000e+00 1.6668e+04 1.0000e+00 3.9000e+01 3.0400e+02
 5.0000e+01 1.4800e+02]",378,784,0,['ORG'],725,1,['SCHLESINGER:\\n\\nQ    '],[16668],['SCHLESINGER:\\n\\nQ    ']
"[7.860e+02 6.000e+00 1.667e+04 2.000e+00 1.180e+02 7.700e+01 9.600e+01
 2.430e+02]",379,785,0,['ORG'],725,3,"[""Based upon your evaluation in this case,\\n\\ndid you come to any scientific conclusions, opinions,\\n\\nbased upon reasonable scientific certainty as to\\n\\nwhether Mr. Shulman suffered from what you\\'ve seen in\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=84\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5578 other patients that you\\'ve described as the false\\n\\nbelief syndrome, please?\\n\\nA   ""]",[16670],['to\\n\\nwhether Mr. Shulman']
"[7.860e+02 6.000e+00 1.667e+04 2.000e+00 1.180e+02 7.700e+01 9.600e+01
 2.430e+02]",379,786,0,['PERSON'],725,3,"[""Based upon your evaluation in this case,\\n\\ndid you come to any scientific conclusions, opinions,\\n\\nbased upon reasonable scientific certainty as to\\n\\nwhether Mr. Shulman suffered from what you\\'ve seen in\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=84\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5578 other patients that you\\'ve described as the false\\n\\nbelief syndrome, please?\\n\\nA   ""]",[16670],['in\\n\\nElectronically']
"[7.860e+02 6.000e+00 1.667e+04 2.000e+00 1.180e+02 7.700e+01 9.600e+01
 2.430e+02]",379,787,1,['ORG'],725,3,"[""Based upon your evaluation in this case,\\n\\ndid you come to any scientific conclusions, opinions,\\n\\nbased upon reasonable scientific certainty as to\\n\\nwhether Mr. Shulman suffered from what you\\'ve seen in\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=84\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5578 other patients that you\\'ve described as the false\\n\\nbelief syndrome, please?\\n\\nA   ""]",[16670],['Trade Thompson']
"[7.890e+02 6.000e+00 1.667e+04 3.000e+00 1.180e+02 7.700e+01 9.600e+01
 1.000e+01]",380,788,1,['PHONE_NUMBER'],725,5,"[""Based upon your evaluation in this case,\\n\\ndid you come to any scientific conclusions, opinions,\\n\\nbased upon reasonable scientific certainty as to\\n\\nwhether Mr. Shulman suffered from what you\\'ve seen in\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=84\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5578 other patients that you\\'ve described as the false\\n\\nbelief syndrome, please?\\n\\nA   ""]",[16670],['358-6486']
"[7.890e+02 6.000e+00 1.667e+04 3.000e+00 1.180e+02 7.700e+01 9.600e+01
 1.000e+01]",380,789,2,['PHONE_NUMBER'],725,5,"[""Based upon your evaluation in this case,\\n\\ndid you come to any scientific conclusions, opinions,\\n\\nbased upon reasonable scientific certainty as to\\n\\nwhether Mr. Shulman suffered from what you\\'ve seen in\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=84\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5578 other patients that you\\'ve described as the false\\n\\nbelief syndrome, please?\\n\\nA   ""]",[16670],['1480753']
"[7.890e+02 6.000e+00 1.667e+04 3.000e+00 1.180e+02 7.700e+01 9.600e+01
 1.000e+01]",380,790,2,['PHONE_NUMBER'],725,5,"[""Based upon your evaluation in this case,\\n\\ndid you come to any scientific conclusions, opinions,\\n\\nbased upon reasonable scientific certainty as to\\n\\nwhether Mr. Shulman suffered from what you\\'ve seen in\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=84\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5578 other patients that you\\'ve described as the false\\n\\nbelief syndrome, please?\\n\\nA   ""]",[16670],['358 6486']
"[7.890e+02 6.000e+00 1.667e+04 3.000e+00 1.180e+02 7.700e+01 9.600e+01
 1.000e+01]",380,791,3,['PHONE_NUMBER'],725,5,"[""Based upon your evaluation in this case,\\n\\ndid you come to any scientific conclusions, opinions,\\n\\nbased upon reasonable scientific certainty as to\\n\\nwhether Mr. Shulman suffered from what you\\'ve seen in\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=84\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5578 other patients that you\\'ve described as the false\\n\\nbelief syndrome, please?\\n\\nA   ""]",[16670],['1480753']
"[7.890e+02 6.000e+00 1.667e+04 3.000e+00 1.180e+02 7.700e+01 9.600e+01
 1.000e+01]",380,792,4,['INTERNATIONAL_PHONE_NUMBER'],725,5,"[""Based upon your evaluation in this case,\\n\\ndid you come to any scientific conclusions, opinions,\\n\\nbased upon reasonable scientific certainty as to\\n\\nwhether Mr. Shulman suffered from what you\\'ve seen in\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=84\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5578 other patients that you\\'ve described as the false\\n\\nbelief syndrome, please?\\n\\nA   ""]",[16670],['001-060-358-6486']
"[7.9300e+02 1.0000e+00 1.6766e+04 2.0000e+00 2.3400e+02 2.4200e+02
 8.3000e+01 2.0000e+02]",381,793,0,['PERSON'],725,1,"[""It\\'s a false belief because you can\\'t protect your health in any way if you\\'re a smoker.  ""]",[16766],"[""can\\'t""]"
"[7.9400e+02 2.0000e+00 1.6796e+04 2.0000e+00 1.7100e+02 3.5200e+02
 1.7200e+02 1.1000e+02]",382,794,1,['PERSON'],725,1,"['That book, Hard-Core Smoker, if you apply that to Mr. Shulman, would he meet the criteria or not of what you consider to be a hard-core smoker?\\n\\nA    ']",[16796],['Mr. Shulman']
"[7.9500e+02 1.0000e+00 1.6866e+04 2.0000e+00 2.1900e+02 4.2100e+02
 1.1100e+02 1.7700e+02]",383,795,0,['PERSON'],725,1,['What do you do \\xef\\xbf\\xbd'],[16866],['\\xef\\xbf\\xbd']
"[7.9600e+02 2.0000e+00 1.6876e+04 2.0000e+00 1.7100e+02 5.0900e+02
 1.5600e+02 1.1000e+02]",384,796,1,['PERSON'],725,1,['obviously Mr. Shulman is no longer a smoker.  '],[16876],['Mr. Shulman']
"[7.9700e+02 2.0000e+00 1.6952e+04 1.0000e+00 4.6000e+01 1.6100e+02
 1.1800e+02 1.6100e+02]",385,797,1,['ORG'],725,1,"[""Hopefully I can establish a strong relationship with then and give them hope that there\\'s a potential there to stop and also very real\\n\\nElectronically signed by Trade Thompson (001-060-358-6486)\\n\\n14807534-d906-42b9-aed6-73e4d8071 Odb\\x0c\\npgNbr=85\\n1\\n\\n2\\n\\n3\\n\\n4\\n\\n5\\n\\n6\\n\\n7\\n\\n8\\n\\n9\\n\\n10\\n\\n11\\n\\n12\\n\\n13\\n\\n14\\n\\n15\\n\\n16\\n\\n17\\n\\n18\\n\\n19\\n\\n20\\n\\n21\\n\\n22\\n\\n23\\n\\n24\\n\\n25\\n\\nPage 5579 tools.  ""]",[16952],['Trade Thompson']
